,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
34,CHEMBL3104337,,0,465.98,0,3.98,"11, mixture of diastereomers",Cl.NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,IC50,'=',150.0,nM,6.82,,,UO_0000065,15.89,0.29,2.84,7.30,False,CHEMBL3425211,Inhibition of human recombinant LSD1 expressed in Escherichia coli using H3-H4 peptide as substrate assessed as H2O2 produced after 15 mins by amplex red assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421542,1,Scientific Literature,ACS Med. Chem. Lett.,2015.0,None,
35,CHEMBL3216331,,0,395.17,0,2.67,11,Cl.Cl.NCCCCNc1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],Inhibition,'=',13.4,%,,,,UO_0000187,,,,,False,CHEMBL2184303,Inhibition of human recombinant N-terminal histidine tagged LSD1 expressed in Escherichia coli BL21 (DE3) assessed as production of H2O2 using H3K4me2 (1 to 21 amino acid residues) as substrate at 10 uM by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2177075,1,Scientific Literature,J. Med. Chem.,2012.0,None,
36,CHEMBL3415529,,0,403.27,0,2.50,6r,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(Br)cc2)n1,IC50,'=',41510.0,nM,4.38,,,UO_0000065,10.87,0.25,1.88,3.75,True,CHEMBL3420662,Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414475,1,Scientific Literature,J. Med. Chem.,2015.0,None,
37,CHEMBL3415366,,0,358.81,0,2.39,6p,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2cccc(Cl)c2)n1,IC50,'=',5060.0,nM,5.3,,,UO_0000065,14.76,0.30,2.91,4.54,True,CHEMBL3420662,Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414475,1,Scientific Literature,J. Med. Chem.,2015.0,None,
38,CHEMBL3421674,,0,465.98,0,3.98,11c,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,IC50,'=',390.0,nM,6.41,,,UO_0000065,14.92,0.27,2.43,6.86,False,CHEMBL3425211,Inhibition of human recombinant LSD1 expressed in Escherichia coli using H3-H4 peptide as substrate assessed as H2O2 produced after 15 mins by amplex red assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421542,1,Scientific Literature,ACS Med. Chem. Lett.,2015.0,None,
39,CHEMBL3651568,,0,284.33,0,2.91,BDBM101253,O=C(CN[C@H]1C[C@@H]1c1ccccc1)Nc1ccc(F)cc1,Ki,'>',50000.0,nM,,,218615,UO_0000065,,,,,False,CHEMBL3707803,Biological Assay: Biological assay using monoamine oxidase or LSD1.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3639147,37,BindingDB Database,,2013.0,None,
40,CHEMBL402865,,0,139.22,0,1.56,12,N[C@@H]1C[C@H]1c1ccsc1,Ratio,'<',10.0,/M/s,,,,,,,,,False,CHEMBL926833,Ratio of Kinact to KI of human LSD1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144791,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,None,
41,CHEMBL3416431,,0,288.78,0,2.75,11g,Cl.N[C@@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1,Inhibition,,,,,,Active,,,,,,False,CHEMBL3418207,Inhibition of LSD1 in human NB4 cells assessed as induction of Gfi-1b expression at IC50 after 24 hrs by qRT-PCR analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414440,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,CHEMBL3308423,
42,CHEMBL3421672,,0,465.98,0,3.98,11a,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,IC50,'=',360.0,nM,6.44,,,UO_0000065,15.0,0.28,2.46,6.90,False,CHEMBL3425211,Inhibition of human recombinant LSD1 expressed in Escherichia coli using H3-H4 peptide as substrate assessed as H2O2 produced after 15 mins by amplex red assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421542,1,Scientific Literature,ACS Med. Chem. Lett.,2015.0,None,
43,CHEMBL3416433,,0,288.78,0,2.75,11i,Cl.N[C@@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1,Ratio,'=',6.0,,,,,,,,,,False,CHEMBL3418207,Inhibition of LSD1 in human NB4 cells assessed as induction of Gfi-1b expression at IC50 after 24 hrs by qRT-PCR analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414440,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,CHEMBL3308423,
44,CHEMBL2426055,,0,295.38,0,2.66,5h,C#CCN(C)CC(O)COc1ccccc1-c1ccccc1,Inhibition,'=',41.8,%,,,,UO_0000187,,,,,False,CHEMBL2428094,Inhibition of LSD1 (unknown origin) expressed in Sf9 cells using H3K4(me2) as substrate at 100 uM preincubated for 30 mins prior to substrate addition measured after 90 mins by horseradish peroxidase assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424529,1,Scientific Literature,J. Med. Chem.,2013.0,CHEMBL3308860,
45,CHEMBL3415549,,0,453.36,1,5.25,27,N#Cc1c(Cl)nc(SCc2cn(Cc3ccccc3Cl)nn2)nc1-c1ccccc1,IC50,'=',97296.0,nM,4.01,,,UO_0000065,8.85,0.18,-1.24,5.00,False,CHEMBL4036634,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033745,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
46,CHEMBL4450207,,0,498.03,1,5.01,C14,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(Cl)c(F)c3)nc2n1,IC50,'=',21200.0,nM,4.67,,,UO_0000065,9.38,0.19,-0.34,7.59,False,CHEMBL4390982,Inhibition of recombinant LSD1 (unknown origin) expressed in Escherichia coli BL21(DE) using H3K4me2 substrate by amplex red and horseradish peroxidase based fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4390644,1,Scientific Literature,Eur J Med Chem,2019.0,None,
47,CHEMBL4166013,,0,181.67,0,1.28,10b,Cl.N[C@H]1[C@H]2Cc3ccccc3[C@@H]12,IC50,'=',5000.0,nM,5.3,,,UO_0000065,36.51,0.66,4.02,20.37,False,CHEMBL4135161,Inhibition of human recombinant N-terminal His/GST-tagged LSD1 (172 to 852 residues) expressed in baculovirus infected insect cells using biotin-labeled H3K4me2 (1 to 24 residues) as substrate after 1 hr by TR-FRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130492,1,Scientific Literature,Eur J Med Chem,2017.0,None,
48,CHEMBL3415352,,0,430.52,0,1.93,6b,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cc(OC)c(OC)c(OC)c2)n1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL3420670,Inhibition of LSD1 in human MGC803 cells assessed as methylation of H3K4me3 at 2 to 8 uM after 48 hrs by Western blotting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MGC-803,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414475,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3706567,
49,CHEMBL3415354,,0,396.55,0,3.10,6d,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(CC(C)C)cc2)n1,Inhibition,,,,,,Dose-dependent effect,,,,,,False,CHEMBL3420669,Inhibition of LSD1 in human MGC803 cells assessed as methylation of H3K4me2 after 48 hrs by Western blotting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MGC-803,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414475,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3706567,
50,CHEMBL3134352,,0,356.88,0,4.33,16v,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccs1,IC50,'=',27800.0,nM,4.56,,,UO_0000065,12.77,0.30,0.23,7.71,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
51,CHEMBL2426048,,0,281.36,0,2.32,"5a, T5342129",C#CCNCC(O)COc1ccc(-c2ccccc2)cc1,Inhibition,,,,,,Active,,,,,,False,CHEMBL2427418,Inhibition of LSD1 in human MCF7 cells assessed as increase in alpha-H3K4(me2) dimethylation level after 24 hrs by Western blotting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424529,1,Scientific Literature,J. Med. Chem.,2013.0,CHEMBL3308403,
52,CHEMBL2334501,,0,447.63,0,3.71,26,Cc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)(C)C)CC3)nn2)cc1,Inhibition,,,,,,Dose-dependent effect,,,,,,False,CHEMBL2447181,Inhibition of LSD1 in human MGC803 cells using H3K4 as substrate assessed as H3K4me2 expression level after 48 hrs by Western blotting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MGC-803,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2440118,1,Scientific Literature,J. Med. Chem.,2013.0,CHEMBL3706567,
53,CHEMBL4462074,,0,447.94,0,3.35,7n,O=C(N/N=C1\CCc2c(Cl)ccc(O)c21)c1ccc(S(=O)(=O)NC2CCCC2)cc1,Inhibition,'=',9.0,%,,,,UO_0000187,,,,,False,CHEMBL4432425,Inhibition of LSD1 (unknown origin) at 10 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
54,CHEMBL2440574,,0,433.6,0,3.32,92,Cc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)C)CC3)nn2)cc1,IC50,'=',15000.0,nM,4.82,,,UO_0000065,11.13,0.23,1.50,7.60,False,CHEMBL2443630,Inhibition of human recombinant LSD1 (157 to 852 aa) expressed in Escherichia coli BL21(DE) using H3K4me2 as substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2440118,1,Scientific Literature,J. Med. Chem.,2013.0,None,
55,CHEMBL3134369,,0,364.88,0,4.57,19n,Cc1sc(NS(=O)(=O)c2cccc(Cl)c2)nc1-c1ccccc1,IC50,'=',17500.0,nM,4.76,,,UO_0000065,13.04,0.28,0.19,8.05,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
56,CHEMBL3134318,,0,287.17,0,4.40,12h,CC(=O)c1csc(Nc2ccc(Cl)c(Cl)c2)n1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
57,CHEMBL3134325,,0,243.29,0,2.96,12o,CC(=O)c1csc(Nc2ccc(C#N)cc2)n1,Inhibition,'=',5.0,%,,,,UO_0000187,,,,,False,CHEMBL3135661,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate at 125 uM after 30 mins by HTRF assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
58,CHEMBL3104260,,0,388.45,0,1.26,22,C/C(=N/NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cccnc1,IC50,'>',3000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3108407,Inhibition of LSD1 (unknown origin) using dimethyl K4 peptide as substrate assessed as resorufin level by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3102716,1,Scientific Literature,J. Med. Chem.,2013.0,None,
59,CHEMBL4565848,,0,498.03,1,5.01,C15,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(F)c(Cl)c3)nc2n1,IC50,'=',25750.0,nM,4.59,,,UO_0000065,9.21,0.18,-0.42,7.45,False,CHEMBL4390982,Inhibition of recombinant LSD1 (unknown origin) expressed in Escherichia coli BL21(DE) using H3K4me2 substrate by amplex red and horseradish peroxidase based fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4390644,1,Scientific Literature,Eur J Med Chem,2019.0,None,
60,CHEMBL4102775,,0,422.5,0,2.92,32,COc1ccc(CN(CC(=O)N2CCC3(CC2)CNC3)c2ccc(C#N)cc2)cc1F,EC50,'=',670.0,nM,6.17,,,UO_0000065,14.61,0.27,3.25,9.00,False,CHEMBL4019806,Inhibition of LSD1 in human THP1 cells assessed as induction of CD86 expression after 48 hrs by flow cytometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
61,CHEMBL4083732,,0,426.54,0,2.40,16k,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(C)(N)CC2)c2ccc(C#N)cc2)cc1,Inhibition,'>',70.0,%,,,,UO_0000187,,,,,False,CHEMBL4019805,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli at 30 uM after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
62,CHEMBL4085260,,0,270.29,0,2.36,4n,N/C(=N\O)c1ccc(/C=C/c2cc(O)cc(O)c2)cc1,Inhibition,'=',10.8,%,,,,UO_0000187,,,,,False,CHEMBL4002889,Inhibition of recombinant full length LSD1 (unknown origin) expressed in Escherichia coli BL21 (DE) using H3K4me2 substrate at 10 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4002561,1,Scientific Literature,Eur J Med Chem,2017.0,None,
63,CHEMBL4063384,,0,481.58,0,1.61,21b,CC(=O)N1CCc2cc(S(=O)(=O)N(CC(=O)N3CCC(N)CC3)c3ccc(C#N)cc3)ccc21,Inhibition,'>',70.0,%,,,,UO_0000187,,,,,False,CHEMBL4019805,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli at 30 uM after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
64,CHEMBL3108897,,0,2280.74,None,None,9,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,Inhibition,'=',94.0,%,,,,UO_0000187,,,,,False,CHEMBL3110655,Inhibition of recombinant LSD1 (unknown origin) using di-methylated H3-K4 peptide as substrate at 10 uM after 25 mins by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3108747,1,Scientific Literature,ACS Med. Chem. Lett.,2014.0,None,
65,CHEMBL3134331,,0,314.8,0,4.72,13d,O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1,IC50,'>',188000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
66,CHEMBL3134376,,0,437.91,0,2.22,24,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(Cl)cc1O,IC50,'=',40.0,nM,7.4,,,UO_0000065,16.89,0.35,5.18,6.83,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
67,CHEMBL3104251,,0,456.35,0,3.17,13,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1Cl,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL3108395,Reversible inhibition of full-length 6His-tagged LSD1 (unknown origin) at 10XIC50 after 1 hr relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3102716,1,Scientific Literature,J. Med. Chem.,2013.0,None,
68,CHEMBL3186115,,0,258.28,0,2.24,SID104224399,O=C(O)c1ccc(O)c2ncc(N3CCCC3)cc12,Potency,,21522.7,nM,,,inconclusive,UO_0000065,,,,,False,CHEMBL3215162,PubChem BioAssay. qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E): Counterscreen with LSD1.   (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
69,CHEMBL4538258,,0,447.94,0,3.35,5q,O=C(N/N=C1\CCc2c(Cl)ccc(O)c21)c1cccc(S(=O)(=O)NC2CCCC2)c1,Inhibition,'=',31.0,%,,,,UO_0000187,,,,,False,CHEMBL4432425,Inhibition of LSD1 (unknown origin) at 10 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
70,CHEMBL4093998,,0,481.58,0,1.61,21a,CC(=O)N1CCc2cc(S(=O)(=O)N(CC(=O)N3CCC[C@@H](N)C3)c3ccc(C#N)cc3)ccc21,Inhibition,'>',70.0,%,,,,UO_0000187,,,,,False,CHEMBL4019805,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli at 30 uM after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
71,CHEMBL4064882,,0,452.54,0,3.46,10b,COc1cc(NS(=O)(=O)c2ccc3c(c2)cc(C)c(=O)n3C)ccc1-n1nc(C)cc1C,Activity,,,,,,Not Active,,,,,,False,CHEMBL4019799,Competitive binding affinity to LSD1 (unknown origin) in presence of tranylcypromine,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
72,CHEMBL4064882,,0,452.54,0,3.46,10b,COc1cc(NS(=O)(=O)c2ccc3c(c2)cc(C)c(=O)n3C)ccc1-n1nc(C)cc1C,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL4019807,Inhibition of LSD1 in human THP1 cells assessed as induction of CD86 expression at 50 uM after 48 hrs by flow cytometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
73,CHEMBL4073481,,0,440.53,0,3.21,20,COc1cc(NS(=O)(=O)c2ccc3c(c2)CCN3C(C)=O)ccc1-n1nc(C)cc1C,Inhibition,'>',70.0,%,,,,UO_0000187,,,,,False,CHEMBL4019805,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli at 30 uM after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
74,CHEMBL4097953,,0,391.45,0,2.53,29b,N#Cc1ccc(N(CC(=O)N2CCC(N)CC2)Cc2ccc(C#N)c(F)c2)cc1,Inhibition,'>',70.0,%,,,,UO_0000187,,,,,False,CHEMBL4019805,Inhibition of N-terminal truncated human LSD1 (151 to 852 residues) expressed in Escherichia coli at 30 uM after 30 mins using histone H3(1-21)K4(Me1) biotin peptide as substrate by TR-FRET assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
